4,1,1376.00,1567.00,133.00,107.00,3.9486,-1,-1,-1
4,2,1051.00,303.00,41.00,27.00,3.3848,-1,-1,-1
5,1,1376.00,1566.00,133.00,108.00,4.5586,-1,-1,-1
5,2,1056.00,301.00,44.00,29.00,3.9232,-1,-1,-1
5,3,2988.00,1145.00,44.00,28.00,2.6389,-1,-1,-1
6,1,1375.00,1565.00,133.00,108.00,5.0784,-1,-1,-1
6,2,1061.00,301.00,43.00,29.00,4.3810,-1,-1,-1
6,3,2992.00,1144.00,47.00,31.00,3.0129,-1,-1,-1
7,1,1374.00,1566.00,134.00,107.00,5.5210,-1,-1,-1
7,2,1066.00,300.00,44.00,30.00,4.7367,-1,-1,-1
7,3,2997.00,1145.00,47.00,32.00,3.5121,-1,-1,-1
8,1,1374.00,1566.00,133.00,107.00,5.8956,-1,-1,-1
8,2,1073.00,302.00,40.00,27.00,5.0538,-1,-1,-1
8,3,3004.00,1148.00,42.00,28.00,3.8518,-1,-1,-1
9,1,1373.00,1566.00,135.00,107.00,6.2144,-1,-1,-1
9,2,1076.00,301.00,44.00,29.00,5.3619,-1,-1,-1
9,3,3011.00,1148.00,41.00,27.00,4.2585,-1,-1,-1
10,1,1374.00,1565.00,134.00,108.00,6.4870,-1,-1,-1
10,2,1082.00,299.00,45.00,31.00,5.4468,-1,-1,-1
10,3,3018.00,1149.00,42.00,27.00,4.3827,-1,-1,-1
11,1,1379.00,1565.00,127.00,109.00,6.7932,-1,-1,-1
11,2,1089.00,301.00,43.00,29.00,5.7043,-1,-1,-1
11,3,3020.00,1149.00,43.00,27.00,4.2735,-1,-1,-1
12,1,1374.00,1565.00,133.00,108.00,6.9756,-1,-1,-1
12,2,1093.00,300.00,44.00,29.00,5.8443,-1,-1,-1
12,3,3027.00,1149.00,44.00,28.00,4.1126,-1,-1,-1
13,1,1375.00,1565.00,134.00,108.00,7.1314,-1,-1,-1
13,2,1100.00,301.00,42.00,29.00,6.0436,-1,-1,-1
13,3,3036.00,1149.00,44.00,28.00,2.5195,-1,-1,-1
14,1,1375.00,1565.00,134.00,108.00,7.2641,-1,-1,-1
14,2,1105.00,301.00,41.00,29.00,6.2244,-1,-1,-1
14,3,3037.00,1150.00,47.00,28.00,2.5247,-1,-1,-1
15,1,1378.00,1565.00,129.00,107.00,7.4461,-1,-1,-1
15,2,1109.00,302.00,42.00,29.00,6.4105,-1,-1,-1
15,3,3044.00,1151.00,44.00,29.00,2.6127,-1,-1,-1
16,1,1375.00,1565.00,134.00,107.00,7.5363,-1,-1,-1
16,2,1113.00,300.00,44.00,31.00,6.5204,-1,-1,-1
16,3,3047.00,1150.00,48.00,32.00,2.6091,-1,-1,-1
17,1,1375.00,1565.00,133.00,107.00,7.6143,-1,-1,-1
17,2,1119.00,302.00,43.00,28.00,6.6226,-1,-1,-1
17,3,3055.00,1151.00,45.00,33.00,2.6385,-1,-1,-1
18,1,1374.00,1564.00,135.00,108.00,7.6814,-1,-1,-1
18,2,1125.00,302.00,42.00,28.00,6.7267,-1,-1,-1
18,3,3061.00,1152.00,45.00,33.00,1.4566,-1,-1,-1
19,1,1374.00,1565.00,134.00,106.00,7.7340,-1,-1,-1
19,2,1130.00,302.00,42.00,28.00,6.7792,-1,-1,-1
19,3,3065.00,1148.00,50.00,38.00,1.6431,-1,-1,-1
20,1,1372.00,1563.00,135.00,108.00,7.7745,-1,-1,-1
20,2,1136.00,301.00,41.00,29.00,6.9088,-1,-1,-1
20,3,3069.00,1151.00,49.00,36.00,1.7461,-1,-1,-1
21,1,1377.00,1564.00,129.00,106.00,7.8817,-1,-1,-1
21,2,1141.00,299.00,42.00,30.00,6.8125,-1,-1,-1
21,3,3073.00,1150.00,53.00,40.00,1.8371,-1,-1,-1
22,1,1371.00,1563.00,136.00,108.00,7.8975,-1,-1,-1
22,2,1147.00,302.00,42.00,27.00,6.8971,-1,-1,-1
22,3,3075.00,1142.00,58.00,57.00,2.3423,-1,-1,-1
23,1,1371.00,1563.00,136.00,108.00,7.9048,-1,-1,-1
23,2,1152.00,301.00,42.00,29.00,6.9369,-1,-1,-1
23,3,3080.00,1144.00,57.00,56.00,2.2203,-1,-1,-1
24,1,1371.00,1564.00,137.00,107.00,7.9127,-1,-1,-1
24,2,1157.00,300.00,43.00,30.00,7.0051,-1,-1,-1
