1,1,1859.79,1167.14,77.6400000000001,101.75999999999999,1,2,1.0
1,2,2165.07,1345.78,59.54999999999973,89.70000000000005,1,2,1.0
2,1,1860.15,1167.42,77.17999999999984,101.93999999999983,1,2,1.0
2,2,2165.3,1346.16,59.48000000000002,89.69999999999982,1,2,1.0
3,1,1860.5,1167.71,76.73000000000002,102.1099999999999,1,2,1.0
3,2,2165.53,1346.53,59.409999999999854,89.70000000000005,1,2,1.0
4,1,1860.86,1168.0,76.27000000000021,102.27999999999997,1,2,1.0
4,2,2165.75,1346.91,59.34999999999991,89.69999999999982,1,2,1.0
5,1,1861.22,1168.29,75.80999999999995,102.45000000000005,1,2,1.0
5,2,2165.98,1347.28,59.2800000000002,89.70000000000005,1,2,1.0
6,1,1861.58,1168.57,75.35000000000014,102.6400000000001,1,2,1.0
6,2,2166.21,1347.66,59.210000000000036,89.69999999999982,1,2,1.0
7,1,1861.93,1168.86,74.89999999999986,102.81000000000017,1,2,1.0
7,2,2166.43,1348.03,59.16000000000031,89.70000000000005,1,2,1.0
8,1,1862.29,1169.15,74.44000000000005,102.98000000000002,1,2,1.0
8,2,2166.66,1348.41,59.090000000000146,89.69999999999982,1,2,1.0
9,1,1862.65,1169.44,73.98000000000002,103.14999999999986,1,2,1.0
9,2,2166.89,1348.78,59.01999999999998,89.70000000000005,1,2,1.0
10,1,1863.01,1169.73,73.51999999999998,103.31999999999994,1,2,1.0
10,2,2167.11,1349.16,58.960000000000036,89.69999999999982,1,2,1.0
11,1,1863.36,1170.01,73.07000000000016,103.50999999999999,1,2,1.0
11,2,2167.34,1349.53,58.88999999999987,89.70000000000005,1,2,1.0
12,1,1863.72,1170.3,72.6099999999999,103.68000000000006,1,2,1.0
12,2,2167.57,1349.91,58.81999999999971,89.69999999999982,1,2,1.0
13,1,1864.08,1170.59,72.15000000000009,103.85000000000014,1,2,1.0
13,2,2167.79,1350.28,58.76000000000022,89.70000000000005,1,2,1.0
14,1,1864.44,1170.88,71.69000000000005,104.01999999999998,1,2,1.0
14,2,2168.02,1350.66,58.690000000000055,89.69999999999982,1,2,1.0
15,1,1864.79,1171.16,71.24000000000001,104.19999999999982,1,2,1.0
15,2,2168.25,1351.03,58.61999999999989,89.70000000000005,1,2,1.0
16,1,1865.15,1171.45,70.77999999999997,104.36999999999989,1,2,1.0
16,2,2168.47,1351.41,58.5600000000004,89.69999999999982,1,2,1.0
17,1,1865.51,1171.74,70.31999999999994,104.54999999999995,1,2,1.0
17,2,2168.7,1351.78,58.49000000000024,89.70000000000005,1,2,1.0
18,1,1865.87,1172.03,69.87000000000012,104.72000000000003,1,2,1.0
18,2,2168.93,1352.16,58.42000000000007,89.69999999999982,1,2,1.0
19,1,1865.94,1171.16,69.98000000000002,105.47000000000003,1,2,1.0
19,2,2169.14,1352.43,58.36000000000013,89.70000000000005,1,2,1.0
20,1,1866.02,1170.3,70.08999999999992,106.20000000000005,1,2,1.0
20,2,2169.35,1352.7,58.289999999999964,89.70000000000005,1,2,1.0
21,1,1866.1,1169.44,70.19000000000005,106.94000000000005,1,2,1.0
21,2,2169.56,1352.97,58.23000000000002,89.70000000000005,1,2,1.0
22,1,1866.17,1168.58,70.30999999999995,107.68000000000006,1,2,1.0
